"","looic","looic_se","waic","waic_se","log_ml","log_ml_se","max_rhat","min_n_eff"
"nb0",18098.6779167003,221.349281765609,18098.676265734,221.349249959709,-9055.66904654734,3.43217821148939e-07,1.00128378682063,6263.9755365005
"nb1",14918.3074756657,204.607070323665,14918.2320834427,204.605521606354,-7891.39938992972,2.23668126745734e-05,1.00134408687869,5519.21544994911
"nb2",14874.2439017175,204.645892160454,14873.2709385831,204.618020556761,-7883.36847117081,9.75104445307113e-05,1.00165174206707,2900.16290892603
"nb3",14919.9159690803,204.643036124115,14919.819526186,204.640422537446,-7882.81075425474,0.00145560311168148,1.00613275318708,311.595556823301
"nb4",14878.1755335011,204.719960931771,14877.0840084599,204.689326591704,-7541.70990815972,0.356664905290386,1.36956055473112,12.1558787706705
"nb5",14080.1036460629,197.962852653487,14074.7321409263,197.823216963628,-7228.77492399062,0.078169817300728,1.00286005196223,2563.84005076839
"nb6",13998.3649393917,198.343472125805,13991.6692480749,198.189081598204,-7209.09341817634,0.171083944996692,1.00312974354476,2081.50273371078
"nb7",14083.8913300111,197.986543928225,14078.5443441138,197.849453021158,-7219.41099855194,0.597586257845209,1.00853493336077,543.87131054297
"nb8",14001.0682417985,198.444475166705,13994.1914895204,198.281216217535,-6859.11175891624,0.978256758327628,1.28393161656743,17.2210835054749
